id,name,company,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
14203,An American Tail: Fievel's Gold Rush,Nintendo,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03
14205,Diabolik Lovers: More Blood,SONY,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03
14206,Magna Carta Portable,SONY,PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03
14208,The Italian Job,Nintendo,GC,2003,Racing,Eidos Interactive,0.03,0.01,0,0,0.03
14210,Detective Conan: Phantom Rhapsody,Nintendo,3DS,2014,Action,Namco Bandai Games,0,0,0.03,0,0.03
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,SONY,PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14213,M&Ms Shell Shocked,SONY,PS,2001,Action,Berkeley,0.02,0.01,0,0,0.03
14215,K-On! After School Live!! HD Ver.,SONY,PS3,2012,Action,Sega,0,0,0.03,0,0.03
14216,Metal Gear Solid: The Essential Collection (JP sales),SONY,PS2,2007,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14218,Young Justice: Legacy,Nintendo,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03
14219,3D Baseball,SONY,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14220,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,SONY,PS2,2007,Misc,Hackberry,0,0,0.03,0,0.03
14221,First Queen: Ornic Senki,Nintendo,SNES,1994,Role-Playing,Culture Brain,0,0,0.03,0,0.03
14223,Dream C Club Zero,MICROSOFT,X360,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
14225,Tail Concerto,SONY,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03
14226,The Sum of All Fears,Nintendo,GC,2003,Shooter,Ubisoft,0.03,0.01,0,0,0.03
14227,James Pond: Codename Robocod,Nintendo,GBA,2005,Platform,Play It,0.02,0.01,0,0,0.03
14228,Yumi's Odd Odyssey,Nintendo,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03
14229,Night Head: The Labyrinth,SONY,PS,1995,Adventure,Fuji,0,0,0.03,0,0.03
14230,JoJo's Bizarre Adventure: Eyes of Heaven,SONY,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14231,Angler's Club: Ultimate Bass Fishing 3D,Nintendo,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03
14232,Utawarerumono Portable,SONY,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03
14233,Gaia Saver Hero Saidai no Sakusen,Nintendo,SNES,1994,Role-Playing,Banpresto,0,0,0.03,0,0.03
14234,EverBlue 2,SONY,PS2,2002,Adventure,Capcom,0.02,0.01,0,0,0.03
14236,NASCAR Heat Evolution,SONY,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
14239,Safari Adventures: Africa,Nintendo,Wii,2007,Adventure,Neko Entertainment,0.03,0,0,0,0.03
14240,Summer Athletics: The Ultimate Challenge,MICROSOFT,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,SONY,PSP,2006,Misc,Daito,0,0,0.03,0,0.03
14244,Clannad,SONY,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03
14245,Maximum Racing: GP Classic Racing,Nintendo,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
14247,Rugby League Live 3,SONY,PS3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
14248,PowerSlave,SONY,PS,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14249,Legend of the Dragon,SONY,PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03
14250,Project Gotham Racing 2 (JP weekly sales),MICROSOFT,XB,2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03
14251,Ukiyo no Shishi,SONY,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
14253,CT Special Forces,Nintendo,GBA,2002,Action,LSP Games,0.02,0.01,0,0,0.03
14254,FIFA World Cup: Germany 2006,Nintendo,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14255,Jewel Master: Cradle of Rome,Nintendo,Wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03
14257,Beastly,Nintendo,Wii,2011,Misc,Unknown,0.03,0,0,0,0.03
14258,Crash Time: Autobahn Pusuit,MICROSOFT,X360,2008,Racing,RTL,0.03,0,0,0,0.03
14259,Earthworm Jim 2,Nintendo,GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03
14261,Tamagotchi no Doki Doki Dream Omisecchi,Nintendo,3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03
14262,Toushin Toshi,Nintendo,3DS,2014,Role-Playing,imageepoch Inc.,0,0,0.03,0,0.03
14265,Driv3r,Nintendo,GBA,2005,Racing,Atari,0.02,0.01,0,0,0.03
14266,Street Supremacy,SONY,PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03
14271,YoKai Watch Dance: Just Dance Special Version,Nintendo,WiiU,2015,Misc,Level 5,0,0,0.03,0,0.03
14273,Winning Post World,SONY,PS2,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14276,Beyond the Labyrinth,Nintendo,3DS,2010,Role-Playing,Unknown,0,0,0.03,0,0.03
14278,Super Hero Generation,SONY,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
14279,.hack: Sekai no Mukou ni + Versus,SONY,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14281,Disney Sports Soccer,Nintendo,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.03
14282,Cooking Mama 5: Bon Appetit!,Nintendo,3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03
14287,Ultimate Block Party,SONY,PSP,2004,Puzzle,505 Games,0.03,0,0,0,0.03
14288,Disney's Hide & Sneak,Nintendo,GC,2003,Action,Capcom,0.03,0.01,0,0,0.03
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,SONY,PS2,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14291,Raw Danger!,SONY,PS2,2006,Action,505 Games,0.02,0.01,0,0,0.03
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,Nintendo,3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14295,Monster Rancher Hop-A-Bout,SONY,PS,2000,Action,Tecmo Koei,0.02,0.01,0,0,0.03
14300,Accel World: Ginyoku no Kakusei,SONY,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
14301,Elf Bowling 1 & 2,Nintendo,GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
14304,Metroid Prime: Federation Force,Nintendo,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.03
14305,GunGriffon: Allied Strike,MICROSOFT,XB,2004,Simulation,Microsoft Game Studios,0.02,0.01,0,0,0.03
14306,Stacked with Daniel Negreanu,SONY,PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03
14308,Saru! Get You! SaruSaru Daisakusen,SONY,PSP,2007,Platform,Sony Computer Entertainment,0,0,0.03,0,0.03
14309,Sonic Boom: Fire & Ice,Nintendo,3DS,2016,Platform,Sega,0.03,0,0,0,0.03
14310,The Flintstones: Big Trouble in Bedrock,Nintendo,GBA,2001,Platform,Swing! Entertainment,0.02,0.01,0,0,0.03
14315,Majesty 2: The Fantasy Kingdom Sim,MICROSOFT,X360,2005,Simulation,Unknown,0.03,0,0,0,0.03
14317,BeatMania IIDX 14 Gold,SONY,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14318,PopCap Arcade Vol 2,MICROSOFT,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03
14319,Toriko: Ultimate Survival,Nintendo,3DS,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03
14322,Monster High: New Ghoul in School,Nintendo,Wii,2015,Action,Little Orbit,0,0.03,0,0,0.03
14326,Tork: Prehistoric Punk,MICROSOFT,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0,0.03
14327,Togainu no Chi: True Blood,SONY,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,Nintendo,3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03
14329,Chicken Shoot 2,Nintendo,GBA,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14332,Battle vs. Chess,MICROSOFT,X360,2011,Misc,TopWare Interactive,0,0.03,0,0,0.03
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,SONY,PS2,2008,Misc,Hackberry,0,0,0.03,0,0.03
14336,Accel World: Ginyoku no Kakusei,SONY,PSP,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
14337,Classic Dungeon: Fuyoku no Masoujin,SONY,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14339,Dragon's Dogma Online,SONY,PS3,2015,Role-Playing,Capcom,0,0,0.03,0,0.03
14347,Atelier Sophie: The Alchemist of the Mysterious Book,SONY,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14348,SingStar Chartbreaker,SONY,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14349,Hiiro no Kakera 2: Hisui no Shizuku,SONY,PS2,2007,Adventure,Idea Factory,0,0,0.03,0,0.03
14350,Pro Yakyuu Spirits 5 Kanzenban,SONY,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14352,SingStar Fussballhits,SONY,PS3,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14354,Dance Factory,SONY,PS2,2006,Action,Codemasters,0.02,0.01,0,0,0.03
14357,Totally Spies!,Nintendo,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03
14358,DragonHeart: Fire & Steel,SONY,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
14359,Nishijin Pachinko Monogatari 2,Nintendo,SNES,1996,Misc,KSS,0,0,0.03,0,0.03
14360,Chaos;Head - Love Chu*Chu!,MICROSOFT,X360,2010,Adventure,5pb,0,0,0.03,0,0.03
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Nintendo,3DS,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
14363,RoadKill,Nintendo,GC,2003,Action,Midway Games,0.02,0.01,0,0,0.03
14364,The Legend of Heroes III: Song of the Ocean,SONY,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,0.03
14365,Dungeon Maker: Hunting Ground,SONY,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03
14366,Mushihimesama Futari Ver 1.5,MICROSOFT,X360,2009,Shooter,Cave,0,0,0.03,0,0.03
14367,F1 2002,Nintendo,GC,2002,Racing,Electronic Arts,0.02,0.01,0,0,0.03
14370,Toaru Majutsu no Kagaku no Ensemble,SONY,PSP,2013,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
14372,Guilty Gear XX Accent Core Plus,Nintendo,Wii,2009,Fighting,PQube,0.01,0.02,0,0,0.03
14373,Starsky & Hutch,Nintendo,GBA,2003,Racing,Empire Interactive,0.02,0.01,0,0,0.03
14375,Sitting Ducks,Nintendo,GBA,2003,Platform,LSP Games,0.02,0.01,0,0,0.03
14376,Brothers Conflict: Brilliant Blue,SONY,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03
14377,JoJo's Bizarre Adventure: Eyes of Heaven,SONY,PS3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14378,Hajime no Ippo: The Fighting! (2014),SONY,PS3,2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Nintendo,Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03
14380,Fullmetal Alchemist: Brotherhood,SONY,PSP,2005,Action,Unknown,0,0,0.03,0,0.03
14382,Medabots 9: Metabee / Rokusho,Nintendo,3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14387,thinkSMART FAMILY!,Nintendo,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03
14388,Last Escort: Club Katze,SONY,PSP,2010,Adventure,D3Publisher,0,0,0.03,0,0.03
14389,Stacked with Daniel Negreanu,MICROSOFT,XB,2006,Misc,Myelin Media,0.02,0.01,0,0,0.03
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,SONY,PSP,2010,Adventure,Yeti,0,0,0.03,0,0.03
14392,Otometeki Koi Kakumei * Love Revo,SONY,PS2,2006,Adventure,Interchannel,0,0,0.03,0,0.03
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,SONY,PS4,2017,Role-Playing,Sega,0,0,0.03,0,0.03
14396,Dr. Muto,Nintendo,GC,2002,Platform,Midway Games,0.02,0.01,0,0,0.03
14399,Otomedius Gorgeous,MICROSOFT,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03
14400,Jikandia: The Timeless Land,SONY,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03
14401,Egg Mania: Eggstreme Madness,SONY,PS2,2002,Puzzle,Kemco,0.02,0.01,0,0,0.03
14402,Super Heroine Chronicle,SONY,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
14403,Boot Camp Academy,Nintendo,Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03
14404,Kiniro no Corda 3,SONY,PS2,2010,Adventure,Tecmo Koei,0,0,0.03,0,0.03
14674,Tsuku Monogatari,SONY,PSP,2011,Adventure,FuRyu,0,0,0.03,0,0.03
14405,Zero Escape: Virtue's Last Reward,Nintendo,3DS,2012,Adventure,Rising Star Games,0.03,0,0,0,0.03
14406,Darkstalkers Resurrection,SONY,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03
14412,Suggoi! Arcana Heart 2,SONY,PS2,2009,Fighting,AQ Interactive,0,0,0.03,0,0.03
14413,MotoGP 15,MICROSOFT,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03
14415,Mother Goose no Himitsu no Yakata,SONY,PSP,2011,Adventure,Quinrose,0,0,0.03,0,0.03
14417,Winning Post 7 2009,SONY,PSP,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14420,Code Lyoko: Quest for Infinity,SONY,PSP,2008,Action,Game Factory,0.03,0,0,0,0.03
14422,Digimon World 4,MICROSOFT,XB,2005,Role-Playing,Atari,0.02,0.01,0,0,0.03
14423,Bubble Bobble Evolution,SONY,PSP,2006,Puzzle,Rising Star Games,0.03,0,0,0,0.03
14427,Galleon: Islands of Mystery,MICROSOFT,XB,2004,Action,SCi,0.02,0.01,0,0,0.03
14428,Renai 0 Kilometer,SONY,PSP,2013,Adventure,Alchemist,0,0,0.03,0,0.03
14429,World Sports Competition,SONY,PS3,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
14430,Summon Night 6: Lost Borders,SONY,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
14433,Sunny Garcia Surfing,SONY,PS2,2001,Sports,Ubisoft,0.02,0.01,0,0,0.03
14434,MotorHead,SONY,PS,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0,0,0.03
14437,StormLover,SONY,PSP,2010,Adventure,D3Publisher,0,0,0.03,0,0.03
14438,Gensou Suikoden I & II,SONY,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.03,0,0.03
14439,Gloria Union,SONY,PSP,2011,Role-Playing,Atlus,0,0,0.03,0,0.03
14443,Eyeshield 21: DevilBats DevilDays,Nintendo,GBA,2006,Role-Playing,Nintendo,0,0,0.03,0,0.03
14444,Jyuzaengi: Engetsu Sangokuden,SONY,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03
14445,Shin Sangoku Musou Online: Kamishou Ranbu,SONY,PS3,2010,Action,Tecmo Koei,0,0,0.03,0,0.03
14446,Dancing Blade II: Tears of Eden,SONY,PS,1999,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14448,Hiiro no Kakera 3: Aoikuro no Kusabi,SONY,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
14449,BeatMania IIDX 13: DistorteD,SONY,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14451,Go! Go! Hypergrind,Nintendo,GC,2003,Sports,Atlus,0.02,0.01,0,0,0.03
14454,Hot Pixel,SONY,PSP,2007,Puzzle,Atari,0.03,0,0,0,0.03
14455,Peak Performance,SONY,PS,1997,Racing,JVC,0.02,0.01,0,0,0.03
14456,Dance Dance Revolution: Hottest Party 5,Nintendo,Wii,2011,Misc,Konami Digital Entertainment,0,0.03,0,0,0.03
14457,Who Wants to be a Millionaire: 2nd Edition,Nintendo,Wii,2008,Misc,Ubisoft,0,0.03,0,0,0.03
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Nintendo,3DS,2012,Adventure,ChunSoft,0,0,0.03,0,0.03
14460,S.L.A.I.: Steel Lancer Arena International,SONY,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0,0,0.03
14462,Freaky Flyers,MICROSOFT,XB,2003,Racing,Midway Games,0.02,0.01,0,0,0.03
14463,Blokus Portable: Steambot Championship,SONY,PSP,2006,Puzzle,Majesco Entertainment,0.03,0,0,0,0.03
14465,Zoboomafoo: Leapin' Lemurs!,SONY,PS,2001,Action,Encore,0.02,0.01,0,0,0.03
14467,Dennou Senki Virtual-On Force,MICROSOFT,X360,2010,Fighting,Sega,0,0,0.03,0,0.03
14469,Graffiti Kingdom,SONY,PS2,2004,Role-Playing,505 Games,0.01,0.01,0,0,0.03
14470,Langrisser: Re:Incarnation Tensei,Nintendo,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,0.03
14474,Armored Core SL: Silent Line Portable,SONY,PSP,2009,Simulation,From Software,0,0,0.03,0,0.03
14475,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Nintendo,WiiU,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14476,Combat Elite: WWII Paratroopers,MICROSOFT,XB,2001,Shooter,Unknown,0.02,0.01,0,0,0.03
14477,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,SONY,PSP,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03
14478,Lethal Enforcers I & II,SONY,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14479,Klonoa 2: Dream Champ Tournament,Nintendo,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0,0,0.03
14480,Shantae and the Pirate's Curse,Nintendo,3DS,2015,Platform,Intergrow,0,0,0.03,0,0.03
14481,Minna no Golf Jou Vol.1,SONY,PSP,2007,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03
14482,The Peanuts Movie: Snoopy's Grand Adventure,Nintendo,3DS,2015,Action,Activision,0,0.03,0,0,0.03
14484,Power Rangers Super Megaforce,Nintendo,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.03
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,MICROSOFT,X360,2016,Action,Activision,0.01,0.02,0,0,0.03
14486,Cabela's Big Game Hunter: Pro Hunts,SONY,PS3,2014,Shooter,Activision,0.03,0,0,0,0.03
14487,Super Collapse! II,Nintendo,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0,0,0.03
14488,Ducati World Racing Challenge,SONY,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03
14489,Pop'n Music 14 Fever!,SONY,PS2,2007,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,Nintendo,GBA,2005,Misc,Majesco Entertainment,0.02,0.01,0,0,0.03
14491,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,SONY,PSP,2010,Role-Playing,Gust,0,0,0.03,0,0.03
14493,Smashing Drive,Nintendo,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14494,Senko no Ronde DUO,MICROSOFT,X360,2010,Fighting,G.Rev,0,0,0.03,0,0.03
14495,Starshot: Space Circus Fever,Nintendo,N64,1998,Platform,Infogrames,0.02,0.01,0,0,0.03
14496,Charlie Blasts Territory,Nintendo,N64,1999,Action,Kemco,0.02,0.01,0,0,0.03
14497,Big Mountain 2000,Nintendo,N64,1998,Sports,Imagineer,0.02,0.01,0,0,0.03
14499,CIMA: The Enemy,Nintendo,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0,0,0.03
14500,N+,SONY,PSP,2007,Platform,Atari,0.03,0,0,0,0.03
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,SONY,PSP,2010,Fighting,Marvelous Interactive,0,0,0.03,0,0.03
14505,Daibakushou: Jinsei Gekijou,Nintendo,SNES,1995,Misc,Taito,0,0,0.03,0,0.03
14506,Marble Madness / Klax,Nintendo,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14507,Downstream Panic!,SONY,PSP,2008,Action,Atari,0.03,0,0,0,0.03
14508,DJ Max Portable 3,SONY,PSP,2010,Misc,CyberFront,0.01,0,0.02,0,0.03
14511,The Idolmaster: Gravure For You! Vol. 5,SONY,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14512,S.Y.K Renshouden,SONY,PS2,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,SONY,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14515,Konpeki no Kantai,Nintendo,SNES,1995,Strategy,Angel Studios,0,0,0.03,0,0.03
14516,D.C.I.F.: Da Capo Innocent Finale,SONY,PS2,2009,Adventure,Sweets,0,0,0.03,0,0.03
14517,Galaxy Angel II: Mugen Kairou no Kagi,SONY,PS2,2007,Strategy,Broccoli,0,0,0.03,0,0.03
14518,Nectaris: Military Madness,SONY,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0,0.03
14520,Tenka-bito,SONY,PS2,2006,Strategy,Sega,0,0,0.03,0,0.03
14521,BRAHMA Force: The Assault on Beltlogger 9,SONY,PS,1996,Shooter,JVC,0.02,0.01,0,0,0.03
14523,Star Trek: Tactical Assault,SONY,PSP,2006,Strategy,Ubisoft,0.02,0.01,0,0,0.03
14525,Samurai Spirits: Tenkaichi Kenkakuden,SONY,PS2,2002,Fighting,Unknown,0,0,0.03,0,0.03
14526,Robo Pit,SONY,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,0.03
14528,Story Hour: Adventures,Nintendo,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03
14530,Muv-Luv Alternative: Total Eclipse,SONY,PS3,2013,Simulation,5pb,0,0,0.03,0,0.03
14531,R-Type III: The Third Lightning,Nintendo,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14534,Hakuouki,SONY,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
14536,Atomic Betty,Nintendo,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,0.03
14537,Monster Hunter Frontier Online: Season 10,MICROSOFT,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
14538,Robin Hood: Defender of the Crown,MICROSOFT,XB,2003,Strategy,Capcom,0.02,0.01,0,0,0.03
14539,Street Jam Basketball,Nintendo,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14540,Master of Monsters: Disciples of Gaia,SONY,PS,1997,Strategy,Agetec,0.02,0.01,0,0,0.03
14541,Armored Core: Last Raven Portable,SONY,PSP,2010,Simulation,From Software,0,0,0.03,0,0.03
14542,SD Gundam: Gashapon Wars,Nintendo,Wii,2010,Strategy,Namco Bandai Games,0,0,0.03,0,0.03
14544,Curious George,MICROSOFT,XB,2006,Action,Namco Bandai Games,0.02,0.01,0,0,0.03
14545,Disney's Aladdin,Nintendo,GBA,2003,Platform,Capcom,0.02,0.01,0,0,0.03
14547,Virtual Pool: Tournament Edition,MICROSOFT,XB,2005,Sports,Global Star,0.02,0.01,0,0,0.03
14548,Kung Fu Panda: Showdown of Legendary Legends,MICROSOFT,X360,2015,Action,Little Orbit,0,0.03,0,0,0.03
14549,Nippon no Asoko de,SONY,PSP,2008,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
14554,Let's Dance with Mel B,SONY,PS3,2011,Sports,Black Bean Games,0,0.02,0,0.01,0.03
14555,Popeye: Rush for Spinach,Nintendo,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03
14556,Culdcept,SONY,PS2,2002,Strategy,Sega,0.01,0.01,0,0,0.03
14557,Beyblade Evolution,Nintendo,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.03
14560,BeatMania IIDX 15: DJ Troopers,SONY,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14561,Heathcliff! The Fast and the Furriest,Nintendo,Wii,2010,Racing,Storm City Games,0.03,0,0,0,0.03
14563,Planet of the Apes,Nintendo,GBA,2001,Action,Ubisoft,0.02,0.01,0,0,0.03
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,SONY,PSP,2011,Misc,Unknown,0,0,0.03,0,0.03
14565,Worms,SONY,PS3,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14567,Real World Golf,MICROSOFT,XB,2006,Sports,Mad Catz,0.02,0.01,0,0,0.03
14569,Hissatsu Pachinko Collection 3,Nintendo,SNES,1995,Misc,Sunsoft,0,0,0.03,0,0.03
14570,Oumagatoki: Kaidan Romance,SONY,PSP,2012,Action,Quinrose,0,0,0.03,0,0.03
14574,Mahjong Kakutou Club: Zenkoku Taisenban,SONY,PS3,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14575,Hayate no Gotoku! Nightmare Paradise,SONY,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14576,NBA 08,SONY,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03
14577,Secret Files 2: Puritas Cordis,Nintendo,Wii,2009,Adventure,Deep Silver,0,0.03,0,0,0.03
14580,Young Justice: Legacy,Nintendo,3DS,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03
14582,Bladestorm: Nightmare,SONY,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
14583,NatGeo Challenge! Wild Life,MICROSOFT,X360,2010,Misc,Black Bean Games,0,0.02,0,0,0.03
14675,Vitamin Z,SONY,PS2,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
14585,HappinessCharge PreCure! Kawarun Collection,Nintendo,3DS,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14588,DICE: DNA Integrated Cybernetic Enterprises,SONY,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03
14591,Megpoid the Music#,SONY,PSP,2013,Misc,Asgard,0,0,0.03,0,0.03
14592,Game of Thrones (Telltale),MICROSOFT,XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
14593,Wallace & Gromit in Project Zoo,MICROSOFT,XB,2003,Platform,BAM! Entertainment,0.02,0.01,0,0,0.03
14594,Rugby League Live,SONY,PS3,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03
14595,Grid Runner,SONY,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
